,법정동명,법정동코드,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
177,충청남도 논산시 은진면,44230410,5069.0,4927.0,4521.0,4433.0,4255.0,4076.0,4001.0,3993.0,3910.0,3860.0
178,충청남도 논산시 채운면,44230420,2776.0,2718.0,2616.0,2601.0,2493.0,2407.0,2291.0,2220.0,2163.0,2085.0
179,충청남도 계룡시 금암동,44250101,9135.0,9011.0,8824.0,8775.0,8749.0,8650.0,8660.0,8676.0,8535.0,8220.0
180,충청남도 계룡시 두마면,44250310,7710.0,7541.0,7371.0,7222.0,7052.0,6969.0,6810.0,7292.0,8336.0,12207.0
181,충청남도 계룡시 엄사면,44250315,19243.0,18773.0,17595.0,19232.0,19169.0,18872.0,18373.0,18473.0,18108.0,17233.0
182,충청남도 계룡시 신도안면,44250330,4692.0,4660.0,8744.0,8768.0,8782.0,8843.0,8929.0,8768.0,8520.0,8030.0
183,충청남도 당진시 읍내동,44270101,11134.5,11554.5,12279.0,12448.0,12194.5,12035.5,11818.5,12408.5,13139.5,15451.5
184,충청남도 당진시 채운동,44270102,3052.5,3106.1666666666665,3134.8333333333335,3355.6666666666665,3399.5,3436.3333333333335,3465.3333333333335,3813.0,3863.5,3759.3333333333335
185,충청남도 당진시 우두동,44270103,6509.666666666667,6616.333333333333,6582.333333333333,6358.333333333333,6222.666666666667,6243.666666666667,6223.333333333333,6037.333333333333,5866.333333333333,5658.333333333333
186,충청남도 당진시 원당동,44270104,6509.666666666667,6616.333333333333,6582.333333333333,6358.333333333333,6222.666666666667,6243.666666666667,6223.333333333333,6037.333333333333,5866.333333333333,5658.333333333333
187,충청남도 당진시 시곡동,44270105,6509.666666666667,6616.333333333333,6582.333333333333,6358.333333333333,6222.666666666667,6243.666666666667,6223.333333333333,6037.333333333333,5866.333333333333,5658.333333333333
188,충청남도 당진시 수청동,44270106,11134.5,11554.5,12279.0,12448.0,12194.5,12035.5,11818.5,12408.5,13139.5,15451.5
189,충청남도 당진시 대덕동,44270107,3052.5,3106.1666666666665,3134.8333333333335,3355.6666666666665,3399.5,3436.3333333333335,3465.3333333333335,3813.0,3863.5,3759.3333333333335
190,충청남도 당진시 행정동,44270108,3052.5,3106.1666666666665,3134.8333333333335,3355.6666666666665,3399.5,3436.3333333333335,3465.3333333333335,3813.0,3863.5,3759.3333333333335
191,충청남도 당진시 용연동,44270109,3052.5,3106.1666666666665,3134.8333333333335,3355.6666666666665,3399.5,3436.3333333333335,3465.3333333333335,3813.0,3863.5,3759.3333333333335
192,충청남도 당진시 사기소동,44270110,3052.5,3106.1666666666665,3134.8333333333335,3355.6666666666665,3399.5,3436.3333333333335,3465.3333333333335,3813.0,3863.5,3759.3333333333335
193,충청남도 당진시 구룡동,44270111,3052.5,3106.1666666666665,3134.8333333333335,3355.6666666666665,3399.5,3436.3333333333335,3465.3333333333335,3813.0,3863.5,3759.3333333333335
194,충청남도 당진시 합덕읍,44270250,10476.0,10366.0,10157.0,9945.0,9734.0,9461.0,9228.0,8880.0,8513.0,8252.0
195,충청남도 당진시 송악읍,44270253,26163.0,26252.0,26220.0,27320.0,29471.0,30340.0,30394.0,30268.0,30494.0,30113.0
196,충청남도 당진시 고대면,44270310,6035.0,5968.0,6010.0,5822.0,5713.0,5661.0,5528.0,5381.0,5186.0,5246.0
197,충청남도 당진시 석문면,44270320,8197.0,8209.0,8391.0,9436.0,9788.0,9703.0,9606.0,9692.0,9266.0,8965.0
198,충청남도 당진시 대호지면,44270330,2730.0,2674.0,2636.0,2622.0,2547.0,2474.0,2451.0,2416.0,2358.0,2300.0
199,충청남도 당진시 정미면,44270340,3789.0,3837.0,3798.0,3816.0,3728.0,3735.0,3736.0,3624.0,3566.0,3553.0
200,충청남도 당진시 면천면,44270350,3841.0,3779.0,3766.0,3720.0,3673.0,3610.0,3596.0,3535.0,3481.0,3449.0
201,충청남도 당진시 순성면,44270360,5715.0,5743.0,5647.0,5471.0,5349.0,5218.0,5124.0,5029.0,4965.0,4877.0
202,충청남도 당진시 우강면,44270370,5948.0,5949.0,5845.0,5653.0,5474.0,5317.0,5179.0,5101.0,5514.0,5472.0
203,충청남도 당진시 신평면,44270380,17314.0,17608.0,17438.0,17027.0,16674.0,16309.0,15974.0,15476.0,15238.0,14892.0
204,충청남도 당진시 송산면,44270390,11565.0,12305.0,12542.0,12381.0,12143.0,12054.0,12142.0,11728.0,11757.0,11874.0
205,충청남도 금산군 금산읍,44710250,23681.0,23549.0,24063.0,23885.0,23644.0,23296.0,22956.0,22531.0,22334.0,22783.0
206,충청남도 금산군 금성면,44710310,4017.0,4014.0,3611.0,3493.0,3505.0,3424.0,3340.0,3292.0,3224.0,3159.0
207,충청남도 금산군 제원면,44710320,3110.0,3147.0,3016.0,3022.0,2968.0,2876.0,2842.0,2771.0,2790.0,2735.0
208,충청남도 금산군 부리면,44710330,2900.0,2851.0,2765.0,2710.0,2672.0,2613.0,2517.0,2468.0,2447.0,2422.0
209,충청남도 금산군 군북면,44710340,2686.0,2732.0,2733.0,2711.0,2656.0,2629.0,2555.0,2518.0,2450.0,2416.0
210,충청남도 금산군 남일면,44710350,2967.0,2997.0,2964.0,2878.0,2913.0,2948.0,2881.0,2860.0,2816.0,2794.0
211,충청남도 금산군 남이면,44710360,2220.0,2231.0,2196.0,2155.0,2198.0,2176.0,2158.0,2117.0,2090.0,2027.0
212,충청남도 금산군 진산면,44710370,3438.0,3387.0,3370.0,3321.0,3369.0,3330.0,3245.0,3237.0,3193.0,3160.0
213,충청남도 금산군 복수면,44710380,3552.0,3463.0,3443.0,3378.0,3243.0,3164.0,3082.0,3021.0,2952.0,2924.0
214,충청남도 금산군 추부면,44710390,6683.0,6621.0,6576.0,6421.0,6378.0,6241.0,6120.0,6011.0,5928.0,5865.0
215,충청남도 부여군 부여읍,44760250,24083.0,23892.0,23394.0,22785.0,21907.0,21220.0,20542.0,19863.0,19189.0,18739.0
216,충청남도 부여군 규암면,44760310,10366.0,10386.0,10486.0,10843.0,11259.0,11840.0,12027.0,11996.0,11914.0,11707.0
217,충청남도 부여군 은산면,44760320,4281.0,4178.0,4107.0,4086.0,4019.0,3902.0,3803.0,3670.0,3666.0,3587.0
218,충청남도 부여군 외산면,44760330,2710.0,2670.0,2661.0,2568.0,2503.0,2426.0,2365.0,2353.0,2288.0,2248.0
219,충청남도 부여군 내산면,44760340,1776.0,1775.0,1708.0,1704.0,1650.0,1585.0,1563.0,1544.0,1515.0,1485.0
220,충청남도 부여군 구룡면,44760350,2657.0,2636.0,2595.0,2526.0,2495.0,2466.0,2393.0,2355.0,2304.0,2252.0
221,충청남도 부여군 홍산면,44760360,3235.0,3201.0,3218.0,3160.0,3071.0,2945.0,2892.0,2832.0,2798.0,2730.0
222,충청남도 부여군 옥산면,44760370,1522.0,1529.0,1528.0,1512.0,1518.0,1480.0,1439.0,1409.0,1399.0,1380.0
223,충청남도 부여군 남면,44760380,2096.0,2096.0,2077.0,2031.0,1994.0,1943.0,1888.0,1831.0,1776.0,1733.0
224,충청남도 부여군 충화면,44760390,1277.0,1271.0,1249.0,1252.0,1245.0,1193.0,1155.0,1144.0,1126.0,1092.0
225,충청남도 부여군 양화면,44760400,1923.0,1919.0,1899.0,1861.0,1822.0,1774.0,1743.0,1665.0,1654.0,1624.0
226,충청남도 부여군 임천면,44760410,3215.0,3196.0,3190.0,3101.0,3026.0,2985.0,2932.0,2853.0,2813.0,2706.0
227,충청남도 부여군 장암면,44760420,3120.0,3094.0,3061.0,3026.0,2986.0,2866.0,2767.0,2742.0,2664.0,2579.0
228,충청남도 부여군 세도면,44760430,3707.0,3671.0,3633.0,3513.0,3383.0,3299.0,3204.0,3120.0,3068.0,2973.0
229,충청남도 부여군 석성면,44760440,3390.0,3380.0,3348.0,3290.0,3233.0,3113.0,2967.0,2845.0,2783.0,2704.0
230,충청남도 부여군 초촌면,44760450,2494.0,2480.0,2455.0,2405.0,2346.0,2233.0,2164.0,2114.0,2090.0,2044.0
231,충청남도 서천군 장항읍,44770250,12759.0,12547.0,12223.0,12044.0,11753.0,11431.0,11113.0,11089.0,11086.0,10971.0
232,충청남도 서천군 서천읍,44770253,14765.0,14620.0,14528.0,14318.0,14046.0,13785.0,13840.0,13441.0,13171.0,13000.0
233,충청남도 서천군 마서면,44770310,5772.0,5610.0,5497.0,5361.0,5318.0,5164.0,4987.0,4829.0,4785.0,4619.0
234,충청남도 서천군 화양면,44770320,2596.0,2617.0,2552.0,2483.0,2432.0,2374.0,2316.0,2259.0,2228.0,2151.0
235,충청남도 서천군 기산면,44770330,1917.0,1883.0,1879.0,1822.0,1768.0,1755.0,1692.0,1623.0,1573.0,1537.0
236,충청남도 서천군 한산면,44770340,2897.0,2840.0,2793.0,2714.0,2713.0,2629.0,2567.0,2492.0,2467.0,2402.0
237,충청남도 서천군 마산면,44770350,1567.0,1568.0,1585.0,1600.0,1580.0,1566.0,1518.0,1471.0,1444.0,1421.0
238,충청남도 서천군 시초면,44770360,1362.0,1354.0,1349.0,1331.0,1322.0,1319.0,1285.0,1257.0,1228.0,1206.0
239,충청남도 서천군 문산면,44770370,1377.0,1363.0,1345.0,1338.0,1327.0,1306.0,1284.0,1246.0,1211.0,1210.0
240,충청남도 서천군 판교면,44770380,2352.0,2375.0,2317.0,2293.0,2273.0,2207.0,2132.0,2120.0,2032.0,1996.0
241,충청남도 서천군 종천면,44770390,2360.0,2314.0,2281.0,2269.0,2187.0,2102.0,2047.0,2025.0,2016.0,1998.0
242,충청남도 서천군 비인면,44770400,3379.0,3306.0,3280.0,3216.0,3158.0,3107.0,3009.0,2880.0,2884.0,2839.0
243,충청남도 서천군 서면,44770410,4887.0,4792.0,4737.0,4717.0,4636.0,4520.0,4433.0,4340.0,4248.0,4127.0
244,충청남도 청양군 청양읍,44790250,10445.0,10381.0,10369.0,10317.0,10371.0,10188.0,9963.0,9900.0,10012.0,10099.0
245,충청남도 청양군 운곡면,44790310,2256.0,2284.0,2278.0,2286.0,2249.0,2216.0,2172.0,2111.0,2114.0,2093.0
246,충청남도 청양군 대치면,44790320,2248.0,2275.0,2284.0,2318.0,2263.0,2284.0,2264.0,2232.0,2219.0,2228.0
247,충청남도 청양군 정산면,44790330,3690.0,3708.0,3726.0,3730.0,3637.0,3578.0,3564.0,3569.0,3519.0,3425.0
248,충청남도 청양군 목면,44790340,1559.0,1582.0,1577.0,1578.0,1566.0,1561.0,1534.0,1509.0,1488.0,1466.0
249,충청남도 청양군 청남면,44790350,2065.0,2018.0,2031.0,2010.0,2049.0,1986.0,1939.0,1905.0,1845.0,1821.0
250,충청남도 청양군 장평면,44790360,2577.0,2589.0,2563.0,2531.0,2493.0,2397.0,2378.0,2290.0,2262.0,2217.0
251,충청남도 청양군 남양면,44790370,2822.0,2814.0,2833.0,2835.0,2841.0,2798.0,2775.0,2718.0,2681.0,2612.0
252,충청남도 청양군 화성면,44790380,2353.0,2338.0,2344.0,2341.0,2352.0,2253.0,2217.0,2179.0,2161.0,2111.0
253,충청남도 청양군 비봉면,44790390,2268.0,2233.0,2191.0,2237.0,2244.0,2210.0,2144.0,2080.0,2091.0,2085.0
254,충청남도 홍성군 홍성읍,44800250,44333.0,43222.0,40261.0,39761.0,39574.0,39123.0,38374.0,37857.0,37346.0,36000.0
255,충청남도 홍성군 광천읍,44800253,10634.0,10423.0,9972.0,9560.0,9261.0,8892.0,8566.0,8322.0,8186.0,7911.0
256,충청남도 홍성군 홍북읍,44800256,7968.0,11839.0,21316.0,25898.0,26819.0,27630.0,28476.0,28883.0,28973.0,29140.0
257,충청남도 홍성군 금마면,44800320,3809.0,3741.0,3627.0,3618.0,3589.0,3523.0,3510.0,3503.0,3495.0,3405.0
258,충청남도 홍성군 홍동면,44800330,3665.0,3568.0,3502.0,3510.0,3514.0,3507.0,3438.0,3427.0,3427.0,3407.0
259,충청남도 홍성군 장곡면,44800340,3330.0,3266.0,3197.0,3091.0,3060.0,3015.0,2965.0,2875.0,2824.0,2801.0
260,충청남도 홍성군 은하면,44800350,2641.0,2636.0,2584.0,2556.0,2500.0,2435.0,2322.0,2272.0,2216.0,2179.0
261,충청남도 홍성군 결성면,44800360,2460.0,2370.0,2281.0,2263.0,2232.0,2202.0,2125.0,2090.0,2048.0,2020.0
262,충청남도 홍성군 서부면,44800370,3662.0,3618.0,3550.0,3471.0,3399.0,3347.0,3266.0,3224.0,3168.0,3110.0
263,충청남도 홍성군 갈산면,44800380,3995.0,3913.0,3835.0,3735.0,3677.0,3612.0,3521.0,3501.0,3541.0,3433.0
264,충청남도 홍성군 구항면,44800390,4301.0,4230.0,3988.0,3827.0,3699.0,3523.0,3457.0,3471.0,3481.0,3443.0
265,충청남도 예산군 예산읍,44810250,37298.0,37109.0,35988.0,35249.0,35146.0,34538.0,33659.0,32870.0,32245.0,31309.0
266,충청남도 예산군 삽교읍,44810253,7973.0,7953.0,7734.0,7594.0,8534.0,9251.0,9837.0,10075.0,10705.0,14705.0
267,충청남도 예산군 대술면,44810310,2808.0,2751.0,2688.0,2682.0,2612.0,2580.0,2540.0,2433.0,2357.0,2336.0
268,충청남도 예산군 신양면,44810320,3431.0,3396.0,3377.0,3346.0,3320.0,3207.0,3109.0,3054.0,2981.0,2916.0
269,충청남도 예산군 광시면,44810330,3565.0,3536.0,3515.0,3411.0,3345.0,3291.0,3210.0,3129.0,3077.0,2998.0
270,충청남도 예산군 대흥면,44810340,1953.0,1916.0,1878.0,1862.0,1820.0,1769.0,1774.0,1773.0,1740.0,1682.0
271,충청남도 예산군 응봉면,44810350,2800.0,2754.0,2675.0,2658.0,2624.0,2582.0,2540.0,2520.0,2507.0,2411.0
272,충청남도 예산군 덕산면,44810360,7617.0,7593.0,7315.0,7117.0,6946.0,6823.0,6716.0,6695.0,6628.0,6471.0
273,충청남도 예산군 봉산면,44810370,2836.0,2798.0,2705.0,2688.0,2629.0,2583.0,2539.0,2471.0,2469.0,2425.0
274,충청남도 예산군 고덕면,44810380,5156.0,5046.0,4974.0,4944.0,4762.0,4651.0,4573.0,4467.0,4352.0,4272.0
275,충청남도 예산군 신암면,44810390,4113.0,4048.0,4025.0,3972.0,3830.0,3743.0,3601.0,3480.0,3392.0,3313.0
276,충청남도 예산군 오가면,44810400,5216.0,5212.0,5078.0,4951.0,4781.0,4629.0,4511.0,4317.0,4190.0,3994.0
277,충청남도 태안군 태안읍,44825250,27129.0,27651.0,28936.0,29179.0,29282.0,29398.0,29374.0,29384.0,29281.0,28919.0
278,충청남도 태안군 안면읍,44825253,9398.0,9414.0,9381.0,9287.0,9103.0,8890.0,8659.0,8568.0,8418.0,8312.0
279,충청남도 태안군 고남면,44825310,2593.0,2620.0,2595.0,2560.0,2508.0,2455.0,2398.0,2340.0,2323.0,2297.0
280,충청남도 태안군 남면,44825320,4408.0,4599.0,4669.0,4639.0,4682.0,4589.0,4363.0,4278.0,4206.0,4271.0
281,충청남도 태안군 근흥면,44825330,5785.0,5714.0,5686.0,5708.0,5642.0,5481.0,5386.0,5412.0,5395.0,5363.0
282,충청남도 태안군 소원면,44825340,5691.0,5651.0,5595.0,5557.0,5490.0,5390.0,5372.0,5365.0,5349.0,5287.0
283,충청남도 태안군 원북면,44825350,4993.0,5002.0,4584.0,4601.0,4579.0,4521.0,4433.0,4345.0,4373.0,4374.0
284,충청남도 태안군 이원면,44825360,2410.0,2380.0,2390.0,2397.0,2383.0,2315.0,2296.0,2239.0,2202.0,2200.0
